author,published,summary,is_com_or_sub,link,id,title,published_parsed
klaussprecher25,2022-05-05 09:02:00+00:00,"Es kommt drauf an. Zwischen Pratteln und Frenkendorf gibt es gefühlte 50 Kreisel auf 5 Km, das ist völlig unsinnig und bremst den Verkehr extrem und steigert die Abgase, ansonsten sind Kreisel mit einem vernünftigen Durchmesser durchaus im Vorteil.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
KMercedesMercedes,2022-05-05 09:00:00+00:00,Wenn jeder normal auf einen Kreisel zufährt funkionierts. Und zu nahes Aufeinander fahren das ja keiner in den Kreisel hinein kann. Kindergarten.,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Letzter-Demokrat,2022-05-05 08:59:00+00:00,"Macht den ÖV im Nahverkehr gratis und erhöht die Frequenzen im Fahrplan.
Geht ja nicht dann hat der Staat weniger Steuereinnahmen von Diesel und Benzin.
Homeoffice könnte auch gegen die Verkehrsüberlastung wirken.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
RinoS,2022-05-05 08:58:00+00:00,"Das Problem sind aus meiner Sicht nicht die Kreisel an sich, sondern viel mehr, dass die Kreisel teilweise viiiiel zu klein sind. Beim Stossverkehr verstopfen die dann und die Fahrzeuge stehen in mitten der Kreisel. Und für die Lastwagen sind die Minikreisel auch ein Graus. Und die Zwrispurigen gar ein Sicherheitsrisiko, wenn der Lastwagenzug bei den winzigen Radien die Kurve schneiden muss. Kreisel sind ja schon gut,sber sie solkten eine gwisse Grösse haben, dsmit der Verkehrsfluss auch bei stärkerem Verkehrsaufkommen gegeben ist.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
maxi-milian,2022-05-05 09:29:00+00:00,@RinoS In den Homeoffice zeiten war aber das nie ein problem!,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Gusti_21,2022-05-05 09:46:00+00:00,"@RinoS nicht nur die Kreiselgrösse ist ein Faktor, Kreisel fahren müsste man schon können. Die einen fahren mit 60ig auf die Kreisel und die anderen halten auf jedenfall mal an. Außerdem wissen die wenigstens wie sie mit dem Blinker umgehen müssten. Villeicht wäre es gut, wen sich die Polizei dort mal zeigen würde und mit Nachdruck erklären wie das geht!",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
chnorzi0,2022-05-05 08:58:00+00:00,"Vielleicht mal die Einwanderung drosseln, dann gibt es auch keinen Mehrverkehr.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
PippoTI,2022-05-05 09:15:00+00:00,"@chnorzi0 , na ja, mit dem Satz kann alles begründen. Wirklich eine tiefgreifende Überlegung.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Stadt-Luzerner,2022-05-05 08:56:00+00:00,"Im Bericht steht vermutlich die wahre Begründung: Bevorzugung von ÖV.
Ich denke es geht nur darum. Alles andere Si
Ned nicht die wahren Gründe.
Kreisel sind nicht das Problem. Aber die Fußgängerstreifen und Busshaltestellen ohne Überholmöglichkeit an den Ein- und Ausfahrten, die Verkehrsteilnehmer die nicht wissen wie der Kreisel funktioniert. Das sind die Probleme.
Die Bevorzugung der Busse ist ein weiteres Problem, da so der Verkehrsfluss künstlich unterbrochen wird. In Luzern hat es Doppelgelenkbusse die für diverse Kreisel einfach zu lange sind und nur mit Mühe durchkommen.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
PippoTI,2022-05-05 09:16:00+00:00,"@Stadt-Luzerner, endlich jemanden der das Problem verstanden hat. Keine Ironie.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
P.Etter,2022-05-05 09:18:00+00:00,@Stadt-Luzerner kann ich auch für Zürich bestätigen. Oft riesen Stau weil manche Grünphasen mehrmals hintereinander wegen ÖV unterbunden werden. Bei manchen Spuren ist die Grünphase sowieso künstlich ultrakurz gehalten und dann wird diese noch unterbunden. Da ist ein Stau vorhersehbar.,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Basler5,2022-05-05 10:09:00+00:00,@Stadt-Luzerner   ...dann sollten die hohen Herren vom Stadtbauamt nochmals in die Schule...,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
logger,2022-05-05 10:52:00+00:00,"@Basler5  nein, darum sind sie ja im Stadtbauamt....",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
HännoBlatt,2022-05-05 08:55:00+00:00,"Bild 1 zeigt den Fussgängerstreifen beim Bahnhof Bern... Nottabene eine komplett nutzlose Ampel, weil dort eh jeder einfach drüber läuft... ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Gusti_21,2022-05-05 09:59:00+00:00,"@HännoBlatt Gelten Ampeln auch für Fussgänger? ich denke wir haben andere Probleme. Schön wäre, wenn einfach alle Rücksicht nehmen würden und nicht immer Ihr Ego befriediegen.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Ideomatic,2022-05-05 10:13:00+00:00,@HännoBlatt Falsch. Die Menschen halten sich da an die Regeln.,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Mackie,2022-05-05 08:55:00+00:00,"Der Durchschnitts-Autofahrer scheint, mit dem korrekten Befahren eines Kreisels, überfordert zu sein. Was man da beobachten kann, geht auf keine Kuhhaut. ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Roshe,2022-05-05 10:33:00+00:00,@Mackie Mittlerweile hat der Durchschnitts-Autofahrer in der Schweiz keine Schweizer Fahrprüfung abgelegt.,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
logger,2022-05-05 10:53:00+00:00,"@Mackie  geb ich zu, ich kann auch nicht Kreisel fahren, aber das fällt in DIESEM Verkehr gar nicht mehr auf... macht eh jeder was er will.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
G.Punkt,2022-05-05 11:18:00+00:00,"@Mackie 
Richtig. Im Kreisverkehr herrscht nämlich Rechtsvortritt!  🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Mackie,2022-05-05 11:52:00+00:00,"@Roshe 
Ich auch nicht. (England)

Ich musste mich sogar umgewöhnen, da ihr ja bekanntlich alle auf der falschen Seite fahrt. 😝

*frech grins*",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Beatroot,2022-05-05 08:53:00+00:00,"Was können denn diese intelligenten Ampelsysteme? Können die dynamisch und realtime die Situation beurteilen and agieren? Das wäre schon mal was. Der Leerlauf auf unseren Kreuzungen ist enorm. Zum Glück bin ich mit dem eBike unterwegs, da kann ich vieles ""umgehen"". Als Autofahrer hätte ich konstant Wutausbrüche über die sinnlose Warterei bei leerer Kreuzung.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Brüggi88,2022-05-05 09:05:00+00:00,"@Beatroot Vieles umgeheh… z.B. die anderen Verkehrsteilnehmer und Verkehrsregeln? Und wenn man Sie über den Haufen fährt, sind trotzdem alle anderen schuld? Tolle Einstellung. Bravo.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Habish,2022-05-05 09:32:00+00:00,@Beatroot ja klar mit dem Fahrrad kannst du auch bei Rot über die Kreuzung ,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Gusti_21,2022-05-05 10:01:00+00:00,"@Beatroot Genau diese e-Biker machen das Chaos perfekt, zumal sie sich an keinerlei Vorschriften halten und immer ihr Ego befriedigen.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
@maRie,2022-05-05 10:44:00+00:00,@Beatroot die Ampeln sind auch nicht da um den Verkehr zu regeln sondern um den Verkehr zu behindern und das wird bewusst gemacht!,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Hallo_Echo,2022-05-05 08:53:00+00:00,Wie wäre es mit sowohl als auch. ,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Gusti_21,2022-05-05 09:52:00+00:00,"@Hallo_Echo, Also eine Kombination aus Lichtsignalen und Kreiseln geht wirklich nicht. Sind Systeme die sich nicht ergänzen sondern konkurrenzieren.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Lelale,2022-05-05 08:52:00+00:00,Viele Studierte versuchen sich durch zu setzen und so ist alle paar Jahre irgend etwss bedser als das bestehende.,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
HarryKant,2022-05-05 08:51:00+00:00,"Die Raumplaner sind den ganzen Tag am arbeiten und umgestalten, auch wenn es sie gar nicht braucht! (Behörde)!
Irgendwann wird ihr Projekt realisiert und sie haben wieder Arbeit für die nächsten 10 Jahre.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
"Ich,Rolf",2022-05-05 08:51:00+00:00,"Kreisel sind geometrische Körper, die um eine innenliegende Achse rotieren. Was soll das mit dem Strassenverkehr zu tun haben?",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Hallo_Echo,2022-05-05 08:50:00+00:00,"Für mich ist ein Ampelsystem, das Busse mit 2 oder 3 Passagieren, priorisiert, überhaupt nicht intelligent. ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
RealMausi,2022-05-05 08:50:00+00:00,"Jahrzehntelang ..und noch immer haben viele nicht verstanden, wie in einem Kreisel gefahren werden muss,.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Thomas34,2022-05-05 08:49:00+00:00,"Wenn alle ihre Blinker richtig benutzen würden, würde es funktionieren! ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Meine-Meinung,2022-05-05 08:48:00+00:00,"wenn nicht fast alle mit einem SUV sondern mit einem Kleinwagen unterwegs wären, hatte es auch weniger verstopfte Straßen und parkplätze hatte es auch mehr.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Gusti_21,2022-05-05 10:03:00+00:00,@Meine-Meinung Genau für SUV's sind unser Kreisel zu klein.,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Schnäbi,2022-05-05 08:47:00+00:00,"Die Baugeschäfte werden ihre Freude haben, die ganze Schweiz neu zu bauen. Danach dann doch wieder Kreisel, oder dich nicht?
Raumplaner ein erstrebenswerter Beruf!",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
der Holländer,2022-05-05 08:47:00+00:00,"Ich vermute, dass es keine Künstler mehr gibt, die ihre Kunst in die Mitte des Kreisverkehrs stellen wollen.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
GiuseppeReset,2022-05-05 08:46:00+00:00,Das nennt man Arbeitsbeschaffung,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Leopoltert,2022-05-05 08:45:00+00:00,Basel will den privaten motorisierten Individualverkehr verbieten. Nicht mehr normal diese Entwicklung. ,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Giovanni-lamour,2022-05-05 09:16:00+00:00,@Leopoltert Wo liegt Basel ?,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
DrMedDenRasen,2022-05-05 08:45:00+00:00,"Das Problem an den Ampeln ist, dass diese nicht so geschaltet sind, dass man mal durchfahren könnte bei mehreren. Meistens kann man 100m fahren und steht dann an der nächsten still.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Ich-habe-es-ja-gesagt,2022-05-05 08:45:00+00:00,"Dieses Jahr werden 150‘000 Flüchtlinge erwartet.
Früher oder später oder jetzt schon werden einige ein Auto haben. Dann gibt es noch die Zuwanderung, der öffentliche Verkehr ist ja auch überlastet. Da fragt mann sich, soll die Zuwanderung gestoppt werden oder das Autofahren verboten?!",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
getest,2022-05-05 08:44:00+00:00,"Das Problem ist bekannt - nur bei unseren Strassenplanern nicht. Kreisel sind die beste Lösung bei ""normalem"" Verkehr. Bei Stossverkehr neigen sie zur Selbstverstopfung bis gar nichts mehr geht!",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Chrissou,2022-05-05 08:39:00+00:00,"Nach dem man Millionen ausgegeben hat um kreuzungen auf Kreisverkehr umzubauen, erkennt man nun das diese doch nicht so effektiv sind? So etwas können sich nur beamte leisten, der steuerzahler steht ja gerade dafür.. 🤦🏼‍♂️",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
fred2,2022-05-05 08:37:00+00:00,"Die Lösung mit dem Kreisel ist die Effizientiste, leider haben viele Autofahrer das Gefühl, sie müssten immer anhalten beim Kreisel, was den Verkehrsfluss wieder ins stocken bringt.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Alison_Cameron,2022-05-05 08:34:00+00:00,klar funktionieren kreisel in der schweiz nicht! hier herrscht aufcdervstrasse „jeder gegen jeden“…,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Ichduwiralle,2022-05-05 08:34:00+00:00,Es hat einfach zu viele Menschen in der Schweiz,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
MiaCross,2022-05-05 08:33:00+00:00,Ich kann mir nur sehr schwer Vorstellen inwiefern es an Ampeln schneller geht als an einem Kreisel. Vor allem wenn ich mir Vorstelle wie lange ich manchmal an so ner Ampel warte. Je nach Standort kommen schon gut 5 Minuten zusammen. Aber gut die „Experten“ müssens ja wissen. Nur schon Blinken wenn man den Kreisel verlassen möchte würde helfen damit man nicht unnötig anhalten muss. Den Schülern in der Fahrschule von Anfang an lehren wie man richtig Kreisel fährt. Ich hoffe einfach es werden nicht wieder Milliarden an Steuergelder verschwendet um Kreiseln wieder in Ampelanlagen umzubauen……….,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Oliver9000,2022-05-05 08:32:00+00:00,"Kreisel wären schon gut, wenn alle sich an die Regeln halten würden (blinken, usw...)",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Massey5609,2022-05-05 08:32:00+00:00,Steuer senken Si haben zuviel GELD.,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Jacky677,2022-05-05 08:30:00+00:00,"Der Umbau auf Ampeln zahlt diesmal die Busse und Velofahrer. Ohne Busse würde der Verkehr viel Flüssiger fließen, aber wenn die alles 100 Meter die Sation mitten in  der Straße haben, ist wohl klar dass nichts mehr geht. Also weg mit dem ÖV.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
roku73,2022-05-05 08:28:00+00:00,"Kreis-Verkehr ist schon gut gedacht, wenn man aber bei der Ausfahrt Fussgängerstreifen hinplatziert, ist der Sinn des Kreisverkehrs zunichte gemacht. Auch die 2-spurige oder Mehrfach-Kreisel machen in den meinsten Fällen keinen Sinn, denn vielfach sind diese viel zu eng, bzw. der Durchmesser ist viel zu klein.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Perikles,2022-05-05 08:28:00+00:00,Und warum sollen Ampeln besser sein? Seh ich gar nicht ein,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Baileymus,2022-05-05 08:27:00+00:00,"Es gibt tatsächlch Autofahrer, die nicht wissen wie ein Kreisel zu befahren ist. Viele halten an vor der Einfahrt, viele blinken links wenn sie hineinfahren und blinken dauernd im Kreisel und sehr viele blinken nicht, beim Verlassen des Kreisels. Trotz allem, ein Kreisel ist für den Verkehrsfluss die absolut beste Lösung. Vermutlich hat ein neu eingestellter Schnüssel aus der St. Galler Kaderschmiede die neue Lösung erfunden. ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Lenker,2022-05-05 08:25:00+00:00,Die beste Lösung ist das punktuell richtige. Der Kreisel ist immer noch Top.,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Tatiiana,2022-05-05 08:24:00+00:00,"Der Kreisel funktioniert nur dann, wenn er auch am richtigen Ort steht. Führt eine Hauptstrasse und eine Nebenstrasse in den Kreisel gibt es schon Probleme, da von einer Seite die Autos immer einfahren und somit bei den anderen eine lange Wartezeit entsteht. Dazu die leider egoistische und Ich-bezogene Fahrweise in der CH. Keine Geduld, keine Rücksicht sondern ich, ich, ich. Beim Kreisel in der Baselstrasse hat mir einer mal wütend etwa 7 Mal gehupt, dabei war er weit und breit noch nicht in Sicht als ich in den Kreisel einfuhr, dann kam er plötzlich mit viel zu hoher Geschwindigkeit reingeschossen, fuhr mir auf und dachte noch, er wäre im Recht. Der Kreisel führt immer zu einer Abbremsung und Beschleunigung, während man bei der Ampel in einer Grünphase normal durchfahren kann. Die Fussgänger an den Ausfahrten des Kreisels sind natürlich das Genialste, dann stockt es in den Kreisel rein und es kommt zu mehr Auffahrunfällen. ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Dr.AndreasWüest,2022-05-05 08:23:00+00:00,"Problrm bri der Ampel ist, dsss die Fahrer schlafen und lahmarschig reagieren, genau so bei den Einfahrten in die Autobahnen, wo sie nicht richtig beschleunigen.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
BrunoF1,2022-05-05 08:22:00+00:00,Auch sehr grosse Kreisel funktionieren nicht. Beispiel Davos.,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
t4ndu,2022-05-05 08:20:00+00:00,"Es gäbe die Möglichkeit - Rechtabbieger einzubauen - dann wird ein Kreisel massiv entlastet wenn der platz da ist. Oder die Kreisel mit Einfahr Ampeln auszustatten damit man eine Zufahrt stoppen kann. Oder noch besser! Man führt ein , das Reiseverschlusssystem im Kreisel. jeder lässt einen rein, so können alle Richtungen fahren.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Gusti_21,2022-05-05 10:09:00+00:00,"@t4ndu Ja, Kreisverkehr mit Toleranz ist das Zauberwort. Da aber vor allem Egos auf der Strasse unterwegs sind, müssen wir reguliert werden, was unser Staat gerne übernimmt.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Birg,2022-05-05 08:18:00+00:00,"Nicht Kreisel oder Ampeln sind schuld, schlichtweg, die Schweiz platzt aus allen Nähten, das ist die Wurzel von vielen Problemen, niemand will es wahrhaben",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Gusti_21,2022-05-05 10:20:00+00:00,@Birg Wirklich niemand?  ,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
FM1969FM,2022-05-05 08:15:00+00:00,"Der Amtseid eines jeden Politikers gebietet ihm, stets zum Wohl des Volkes zu dienen und zukünftigen Schaden von ihm abzuwenden. Wenn also ein Politiker das Bevölkerungswachstum in einer, schon aus der Vergangenheit verkehrsseitig stark belasteten, Region als positives wirtschaftliches Zeichen öffentlich deutete und dabei auch noch mit wirtschaftlichem Wachstum gleich zu setzen versuchte, - obwohl es in diesem Fall doch das genaue Gegenteil bedeutete -, so gehörte er sofort ""in die Wüste"" geschickt. Die seit Jahrzehnten stetig weiter wachsende motorisierte Verkehrslawine sollte rasch mit einer Steuer auf die jährlich gefahrenen Kilometer  wieder reduziert werden. Dazu wären lediglich staatlich verblombte Kilometerzähler in allen Autos, sowie bei der jährlichen Steuererklärung eine Angabenpflicht zu den im vergangenen Jahreszeitraum gefahrenen Kilometer nötig.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Nederlands4EVER,2022-05-05 08:15:00+00:00,"In der Schweiz können die meisten nicht richtig Kreisel fahren, geschweige denn ein 2 spurigen…",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
BrunoF1,2022-05-05 08:19:00+00:00,@Nederlands4EVER   logisch. Jeder Kreisel hat einheimische Benutzer und Fremde. Die Einheimischen haben ihre eigenen Gewohnheiten.,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
vario0,2022-05-05 08:25:00+00:00,"@Nederlands4EVER Bitte um Anleitung wie das geht,Danke",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
gio4,2022-05-05 08:27:00+00:00,@Nederlands4EVER ja das ist katastrophal...einer fährt los und die hinter ihm glauben Sie hätten dann freie Fahrt...dann blochen 10 Aitos durchn den Kreisel ohne nach rechts oder links zu schauen. oft sind Kreisel auch zu klein. Aber dieses blinde sich in den Kreisel zu werfen nach dem ersten Auto ist absurd und falsch,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Jimmynigrill,2022-05-05 08:36:00+00:00,"@Nederlands4EVER Da sind wir ja froh, dass wir sie haben.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Urteilsvollstrecker,2022-05-05 08:42:00+00:00,@Nederlands4EVER Ich fahre in den Kreisel und gewinne immer!,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
RinoS,2022-05-05 09:02:00+00:00,"@Nederlands4EVER vielleicht ist das so. Aber ich hatte mal einem Tieflader zugeschaut wie dieser bei der dritten Ausfahrt raus musste. Der benötigte gleich beidevSpuren, weil der Radius des Kreisels viel zu klein war. Oder dann sind die Kreisel so klein, dass manfür die zwrite Ausfahrt gar keinen Bogen fahren muss. Derjenige in der zweiten Einfahrt hat dann so gar nie eine Chance hinein zu fahren. ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
HarryKant,2022-05-05 08:14:00+00:00,Da gewisse denken dass da ein Stopschild an der Einfahrt steht kann das nicht funktionieren!,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
muroka,2022-05-05 08:12:00+00:00,"es gehg nur darum was die versicherungen wollen bei ekner ampel ist es leichter geklärt und die versichrungen müssen in denn meisten fällen nicht zahlen, da es irgendwie bei ampeln meist die scjuld des fahrers ist beim kreisverkehr ist dies bisschen komplizierter",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Günnä,2022-05-05 08:35:00+00:00,"@muroka: In etwa so kompliziert, wie das Lesen Ihres Textes...",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
RinoS,2022-05-05 08:53:00+00:00,"@muroka wo liegt dann die Schuld, wenn nicht auch beim.Lenker? Klar, bei Mehrspurigen Kreisel muss geklärt werden, ob einer der Beiden einen unerlsubten Spurwechsrl gemacht hat. Somit stellt sich eher die Frage, welche Versicherung von wem muss zahlen.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
ReZi63,2022-05-05 11:13:00+00:00,"@muroka Ein Unfall ist in der Regel immer ein Fehler eines Fahrers. Die Haftpflicht-Versicherungen müssen die Schäden immer bezahlen, können aber bei grobfahrlässiger Verursachung wie z.B. übersetzte Geschwindikeit, Fahren unter Alkohol-, Drogeneinfluss etc.,   Regress auf den Versicherten nehmen.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
DerGrinch,2022-05-05 08:12:00+00:00,"Es geht nur darum den Individualverkehr zu stoppen und den Bürger zu schikanieren, und mit immer neuen Abgaben und Gebühren zu Melken. Lasst aber denn auch den ÖV und Polizei, Feuerwehr und Krankenwagen an Ampeln warten. Und Velos nicht vergessen.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Nederlands4EVER,2022-05-05 08:21:00+00:00,"@DerGrinch 
Dann sollen ALLE den Kreisel richtig fahren lernen",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Bruja47,2022-05-05 09:26:00+00:00,"@DerGrinch  bei intelligenten Ampeln wird nicht gestoppt, sondern gefahren.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
NangaParpat,2022-05-05 08:11:00+00:00,Wieso denn Kreisel umbauen? Eine Kombination von Kreisel und Ampeln wäre ins Auge zu fassen. Dazu vor der Kreisleinfahrt einfach zusätzlich noch Ampeln aufstellen und bei starkem Verkehrsaukommen unter Einbezug der Priorisierung des ÖV in Betrieb nehmen. Bei wenig oder mäßigem Verkehr traffic as usual Rollen lassen. Von wegen 60 Millionen verschwenderisch einfach in den Sand setzen,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Gusti_21,2022-05-05 10:24:00+00:00,"@NangaParpat Eine Gute Idee, die auch bei Stromausfall funktioniert.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
ReZi63,2022-05-05 11:35:00+00:00,"@NangaParpat Wäre eigentlich eine gute Idee, nur das damit heutzutage der Durchschnittsfahrer überfordert wäre und vor einem ausgeschalteten Lichtsignal stehen bleibt oder bei Rot weiterfährt. Denn mit den eingebauten Assistenzsystemen in den modernen Fahrzeugen verlernen viele, wirklich aufmerksam und der Verkehrslage angepasst zu fahren.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
CanarX,2022-05-05 08:09:00+00:00,"Wenn nach so langer Zeit viele Autofahrer immer noch nicht wissen wie man korrekt in einen Kreisel fährt und Stau verursachen, kommt man halt wieder auf das alte Bewährte zurück.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Kenyaboy,2022-05-05 08:09:00+00:00,"bei so ""engen kreisel"" wie sie in der schweiz gebaut werden- kein wunder verursachen die kreisel rückstau bei hohem verkehrsaufkommen!!!
die kreisel sollten offener und und für flüssigere verkehrsbewältigung gebaut werden,  ""doppelspurkreisell""  würde bei höherem verkehrsaufkommenbelastung rückstsu sehr gross reduzieren. 
solche doppelspurkreisel findet man vielfach in deutschland, der verkehr ist viel füssiger und schneller bei höherem verkehrsaufkommen morgens, mittags, abends, habe das jahrelang feststellen dürfen in tuttlingen deutschland  mit befahren von Lastzug.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
gio4,2022-05-05 08:30:00+00:00,@Kenyaboy für richtiges Kreiselfahren muss man nach Italien und Frankreich. es ist nicht mal die Grösse das Problem. Schweizer können schlicht nicht Kreisel fahren,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Juta,2022-05-05 11:10:00+00:00,"@gio4 weil wir Schweizer auch eine ausbremsende Regel haben. Wenn wir den Kreisel wie Frankreich fahren würden (äussere Fahrspur für die erste Ausfahrt), dann wäre der Fluss auch bei kleinen Kreiseln besser. Wer hat die Kreisel-Bremse erfunden? ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
W.Meier,2022-05-05 08:08:00+00:00,"Mister Kreisel ist Pensioniert und hat teure Denkmäler gesetzt. Jetzt ist Mister Ampel und will doch auch etwas bewirken und teure Denkmäler setzen. 
Aber das Problem wird nicht gelöst.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Robert58,2022-05-05 08:08:00+00:00,"Hab mich schon vor Jahren gefragt, wie lange es geht, bis man merkt, dass Kreisel auch nicht die Lösung sind. Es wurden einfach zu viele erstellt. Und, leider haben auch heute noch viele Autofahrende keine Ahnung wie man so ein Ding richtig befährt.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Zauberfee123,2022-05-05 08:05:00+00:00,"Kreisel find ich gut nur hat es viele Leute die damit nicht zurecht kommen🙄
Die brauchen Ampeln damit sie wissen was sie zu tun haben und müssen nicht selbst denken🤦‍♀️",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
ImtheNuts,2022-05-05 08:26:00+00:00,@Zauberfee123 Traurig aber wahr . Sehe jeden Tag Leute die warten bis einer von links kommt anstatt zu fahren ,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Chraie,2022-05-05 08:04:00+00:00,"Wundert mich nicht. In der Schweiz wir der Kreisel als Wettbewerb angesehen, nach dem Motto: Wer zuerst hineinfährt hat gewonnen. Der Hebel wäre bei den Autofahrern anzusetzen, der Kreisel funktioniert in vielen anderen Ländern, nur in der Schweiz nicht.  ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Bruja47,2022-05-05 09:22:00+00:00,"@Chraie  ja, in der Schweiz sind die Kreisel eben zu klein. Schon bei normalem Verkehrsaufkommen
kommt man schon garnicht in den Kreisel. 
Schade auch um die zugepflasterte Fläche. ",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
Helvetio,2022-05-05 08:04:00+00:00,Erst Ampeln. Dann Kreisel. Jetzt wieder Ampeln. So werden unsere Steuergelder verschleudert.,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
BananaJoe987,2022-05-05 08:09:00+00:00,@Helvetio Die Luzerner haben dank Ausgleichszahlungen ja genug davon - also weg damit.,com,https://www.20min.ch/comment/270821781373,270821781373.0,,
IQ150,2022-05-05 08:02:00+00:00,"Ja ja die Autofahrer, die zum Teil zu ungeschickt sind zum Kreisel fahren. Dabei fliesst im Kreisel der Verkehr am besten.",com,https://www.20min.ch/comment/270821781373,270821781373.0,,
